Отметка времени,Ви працюєте зараз в ІТ?,Де ви мешкаєте?,Де ви працюєте?,Ваша стать,Ваш вік,Яка у вас освіта?,Вкажіть заклад вищої освіти,Знання англійської мови,Оберіть вашу посаду,Ваш тайтл,Вкажіть вашу спеціалізацію,Основна мова програмування,Інші мови програмування,"Фреймворки, бібліотеки та платформи","Платформи, для яких розробляєте на поточному місці роботи?",Ваш тайтл_1,Вкажіть вашу спеціалізацію_2,Яку мову програмування використовуєте у роботі?,Оберіть вашу посаду_3,Ваш тайтл_4,Ваша посада,Ваш тайтл_5,Оберіть вашу посаду_6,Ваш тайтл_7,Ваша посада_8,Ваш тайтл_9,Ваша посада_10,Ваш тайтл_11,Ваша посада_12,Ваш тайтл_13,Ваша посада_14,Ваш тайтл_15,Ваша посада_16,В якій сфері працюєте?,Тип компанії,Кількість спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,У скількох компаніях встигли попрацювати за час ІТ-кар'єри?,"Зарплата у $$$ за місяць, лише ставка після сплати податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Чи отримуєте ви грошові бонуси до зарплати?,Вкажіть суму цього бонуса у $$$ після податків
07/12/2020 12:07,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,30,Вища,Інший виш,Advanced,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,Manual QA,Не використовую,,,,,,,,,,,,,,,,Fintech,Продуктова,до 50,1 рік,1 рік,1,650,120,"Ні, не отримую",
07/12/2020 13:00,"Так, працюю full-time",Миколаїв,В офісі,Жінка,22,Вища,ЧНУ ім. Петра Могили,Upper-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,Manual QA,Не використовую,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 200,1 рік,Менше як 3 місяці,2,650,200,"Ні, не отримую",
15/12/2020 17:41,"Так, працюю full-time",Тернопіль,"Частково віддалено, частково в офісі",Жінка,22,Вища,Інший виш,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,General QA,Python,,,,,,,,,,,,,,,,Fintech,Аутстафінгова,понад 1000,2 роки,2 роки,1,650,150,"Ні, не отримую",
02/01/2021 21:11,"Так, працюю full-time",Київ,Віддалено,Чоловік,29,Середня,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Scala,"Python, SQL",Apache Spark,Інша,,,,,,,,,,,,,,,,,,,"Big Data, E-commerce, ERP",Аутсорсингова,понад 1000,5 років,2 роки,03-Apr,4500,300,"Ні, не отримую",
08/12/2020 10:29,"Так, працюю full-time",Львів,Віддалено,Чоловік,35,Дві вищих,УКУ,Advanced,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",,,,,,,,,,,,,,,,Program Manager,,,,,,,,,Adtech,Аутсорсингова,до 1000,10 і більше років,2 роки,03-Apr,4700,500,"Ні, не отримую",
17/12/2020 01:19,"Так, працюю full-time",Вінниця,В офісі,Жінка,28,Вища,ВНТУ,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,Manual QA,Не використовую,,,,,,,,,,,,,,,,Gambling,Аутсорсингова,до 1000,2 роки,1 рік,2,650,50,"Ні, не отримую",0
03/01/2021 14:06,"Так, працюю full-time",Одеса,Віддалено,Чоловік,38,Вища,ОНПУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Java,Не використовую,Spring,Web,,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 200,10 і більше років,5 років,03-Apr,4500,-800,"Ні, не отримую",
03/01/2021 14:16,"Так, працюю full-time",Харків,Віддалено,Чоловік,35,Вища,ХНУРЕ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Front-end,JavaScript,"PHP, TypeScript","Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"Adtech, Big Data",Продуктова,до 10 спеціалістів,10 і більше років,3 роки,03-Apr,4500,400,"Ні, не отримую",
04/01/2021 07:49,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,37,Вища,КНЕУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,SQL,Не використовую,,Web,,,,,,,,,,,,,,,,,,,Gambling,Продуктова,до 200,10 і більше років,1 рік,03-Apr,4500,0,"Ні, не отримую",0
07/12/2020 12:14,"Так, працюю full-time",Львів,Віддалено,Чоловік,36,Дві вищих,НУ «Львівська політехніка»,Upper-Intermediate,Designer,,,,,,,,,,UI/UX Designer,Senior,,,,,,,,,,,,,,Telecom,Аутсорсингова,понад 1000,5 років,4 роки,2,3000,0,"Отримую бонус за гарні показники роботи, але нерегулярно",200
08/12/2020 15:45,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Жінка,30,Вища,ХАІ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,Python,Go,"Django, Flask","Web, Інша",,,,,,,,,,,,,,,,,,,"Agriculture, Cloud Computing, E-commerce",Інша,до 50,10 і більше років,2 роки,03-Apr,4500,0,"Ні, не отримую",
07/12/2020 12:06,"Так, працюю full-time",Київ,Віддалено,Чоловік,34,Вища,ДонНТУ,Intermediate,"DevOps, SysAdmin",,,,,,,,,,,,,,,,,,,,,,DevOps Engineer,Senior,,Telecom,Аутсорсингова,понад 1000,5 років,2 роки,03-Apr,3150,0,"Ні, не отримую",
16/12/2020 22:45,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Жінка,39,Вища,НТУ «ХПІ»,Upper-Intermediate,"Analyst (Business, Data, System)",,,,,,,,,,,,,,,,,,Data Analyst,Team Lead,,,,,,Gambling,Продуктова,до 200,10 і більше років,6 років,03-Apr,3500,500,Отримую бонус щокварталу,1000
29/12/2020 23:16,"Так, працюю full-time",Київ,Віддалено,Чоловік,27,Вища,КНУ ім. Шевченка,Upper-Intermediate,HR,,,,,,,,,,,,,,Talent Acquisition Manager,Head,,,,,,,,,,"E-commerce, Fintech, Internet of Things",Аутсорсингова,до 200,5 років,1 рік,2,2500,500,Отримую бонус щороку,1500
23/12/2020 20:28,"Так, працюю full-time",Вінниця,В офісі,Жінка,28,Вища,ВНТУ,Elementary,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,Manual QA,Не використовую,,,,,,,,,,,,,,,,Gambling,Аутсорсингова,до 1000,2 роки,1 рік,2,650,50,"Ні, не отримую",
08/12/2020 16:17,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,25,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Mobile,Kotlin,"C++, Java, Swift","Node.js, React.js","Mobile Android, Mobile iOS",,,,,,,,,,,,,,,,,,,"Edtech, Media",Продуктова,до 10 спеціалістів,6 років,3 місяці,03-Apr,4500,500,"Ні, не отримую",
30/12/2020 17:25,"Так, працюю full-time",Вінниця,Віддалено,Чоловік,31,Вища,,Pre-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,Manual QA,Не використовую,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 200,1 рік,Менше як 3 місяці,2,650,100,"Ні, не отримую",
08/12/2020 23:32,"Так, працюю full-time",Київ,Віддалено,Чоловік,35,Середня,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Front-end,TypeScript,"C#/.NET, JavaScript","Angular/Angular.js, ASP.NET",Web,,,,,,,,,,,,,,,,,,,Gambling,Аутсорсингова,до 1000,10 і більше років,Пів року,03-Apr,4500,0,"Ні, не отримую",
09/12/2020 01:08,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,25,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,JavaScript,"Go, PHP",Node.js,Web,,,,,,,,,,,,,,,,,,,Adtech,Продуктова,до 200,7 років,4 роки,03-Apr,4500,0,"Ні, не отримую",
09/12/2020 01:42,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,37,Середня,ДНУ ім. Гончара,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,DevOps,Python,"C#/.NET, Groovy",,Desktop,,,,,,,,,,,,,,,,,,,"Cloud Computing, Hardware, Security",Аутсорсингова,понад 1000,10 і більше років,7 років,8 і більше,4500,0,"Ні, не отримую",
02/01/2021 15:31,"Так, працюю full-time",Дніпро,В офісі,Чоловік,21,Вища,Інший виш,Pre-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,Manual QA,Python,,,,,,,,,,,,,,,,GameDev,Стартап,до 50,1 рік,1 рік,1,650,150,"Отримую бонус за гарні показники роботи, але нерегулярно",300
09/12/2020 08:08,"Так, працюю full-time",Київ,Віддалено,Чоловік,30,Вища,ЧНТУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,Java,"Groovy, JavaScript, SQL",Spring,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,понад 1000,7 років,4 роки,03-Apr,4500,150,"Отримую бонус за гарні показники роботи, але нерегулярно",1000
07/12/2020 12:08,"Так, працюю full-time",Київ,Віддалено,Чоловік,26,Вища,НТУУ «КПІ»,Intermediate,Customer Success,,,,,,,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,понад 1000,2 роки,1 рік,1,380,0,Отримую бонус щомісяця,350
09/12/2020 08:23,"Так, працюю full-time",Київ,Віддалено,Чоловік,31,Вища,НТУ «ХПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Front-end,JavaScript,TypeScript,Vue.js,Web,,,,,,,,,,,,,,,,,,,Automotive,Продуктова,до 200,5 років,3 роки,03-Apr,4500,500,"Ні, не отримую",
09/12/2020 21:13,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,34,Вища,ВНТУ,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,C#/.NET,"JavaScript, SQL",".NET, .NET Core, ASP.NET","Web, Microcontrollers/Embedded/IoT",,,,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,понад 1000,10 і більше років,1 рік,8 і більше,4500,200,Отримую бонус щомісяця,100
07/12/2020 12:08,"Так, працюю full-time",Київ,Віддалено,Чоловік,40,Дві вищих,Інший виш,Advanced,Technical writer,,,,,,,,,,,,,,,,,,,,,,,,,"E-commerce, ERP, Fintech",Аутсорсингова,понад 1000,4 роки,2 роки,03-Apr,3000,600,Отримую бонус щороку,600
11/12/2020 16:28,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,33,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,C#/.NET,SQL,".NET, .NET Core, ASP.NET","Web, Mobile Android, Mobile iOS",,,,,,,,,,,,,,,,,,,"Cloud Computing, Інша",Аутстафінгова,до 1000,10 і більше років,2 роки,03-Apr,4500,450,"Ні, не отримую",
22/12/2020 17:19,"Так, працюю full-time",Київ,Віддалено,Чоловік,32,Вища,КНУ ім. Шевченка,Advanced,"Analyst (Business, Data, System)",,,,,,,,,,,,,,,,,,System Analyst,Senior,,,,,,"Gambling, GameDev",Продуктова,до 1000,10 і більше років,2 роки,05-Jul,3500,0,Отримую бонус щокварталу,900
07/12/2020 11:02,"Так, працюю full-time",Київ,Віддалено,Жінка,30,Кандидат наук,Інший виш,Pre-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Junior,Manual QA,Не використовую,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 1000,Пів року,Пів року,1,642,-,"Ні, не отримую",
13/12/2020 08:36,"Так, працюю full-time",Київ,Віддалено,Чоловік,39,Вища,КНУ ім. Шевченка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,Java,"Go, Інше",Spring,Інша,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,понад 1000,10 і більше років,1 рік,03-Apr,4500,500,"Ні, не отримую",
07/12/2020 10:16,"Так, працюю full-time",Київ,Віддалено,Чоловік,34,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Back-end,Java,"Groovy, JavaScript","Express, Node.js, Spring",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 50,6 років,4 роки,2,4500,0,"Ні, не отримую",
07/12/2020 10:39,"Так, працюю full-time",Київ,В офісі,Чоловік,27,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Mobile,Kotlin,"Groovy, Java",,Mobile Android,,,,,,,,,,,,,,,,,,,Fintech,Продуктова,до 200,7 років,3 роки,03-Apr,4500,0,Отримую бонус щороку,4500
07/12/2020 10:39,"Так, працюю full-time",Київ,Віддалено,Чоловік,36,Дві вищих,НАУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Back-end,Java,"JavaScript, SQL","Hibernate, jQuery, React.js","Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 200,10 і більше років,10 і більше років,2,4500,600,"Ні, не отримую",
07/12/2020 10:41,"Так, працюю full-time",Київ,Віддалено,Чоловік,30,Вища,Інший виш,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Full-stack,PHP,"JavaScript, Python","jQuery, React.js, Symfony",Web,,,,,,,,,,,,,,,,,,,Security,Продуктова,до 200,10 і більше років,Менше як 3 місяці,05-Jul,4500,500,"Ні, не отримую",
07/12/2020 11:13,"Так, працюю full-time",Київ,В офісі,Чоловік,27,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Mobile,Kotlin,"Groovy, Java, SQL",,Mobile Android,,,,,,,,,,,,,,,,,,,Mobile,Продуктова,до 200,6 років,3 роки,03-Apr,4500,1000,"Ні, не отримую",
07/12/2020 11:49,"Так, працюю full-time",Київ,Віддалено,Чоловік,35,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Back-end,C#/.NET,TypeScript,".NET, .NET Core",Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 50,8 років,5 років,03-Apr,4500,0,Отримую бонус щомісяця,100
07/12/2020 11:51,"Так, працюю full-time",Вінниця,"Частково віддалено, частково в офісі",Чоловік,32,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Back-end,JavaScript,"Go, TypeScript","Express, Node.js",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Fintech, Manufacturing",Аутсорсингова,понад 1000,5 років,3 роки,2,4500,500,Отримую бонус щороку,
07/12/2020 12:18,"Так, працюю full-time",Київ,В офісі,Чоловік,27,Вища,НАУ,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Front-end,TypeScript,JavaScript,Angular/Angular.js,Web,,,,,,,,,,,,,,,,,,,Gambling,Продуктова,до 200,6 років,1 рік,05-Jul,4500,600,"Ні, не отримую",
