Timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Оберіть вашу основну посаду,Ваш тайтл на цій посаді,Вкажіть вашу спеціалізацію - Game Design,Вкажіть вашу спеціалізацію - Sound,Вкажіть вашу спеціалізацію - QA,Оберіть вашу посаду - Design,GameDev розробники - оберіть вашу спеціалізацію,Ваша посада - Marketing,Оберіть вашу посаду - HR,Ваша посада - PM,Ваша посада - Analyst,Ваша посада - DS,Ваша посада - DevOps,Ваша посада - Top management,Ваша спеціалізація - Support,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,Вкажіть вашу основну спеціалізацію,"В якій сфері проєкт, в якому ви зараз працюєте?","Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії (в Україні/з України),Загальний стаж роботи за нинішньою ІТ-спеціальністю,Яка у вас освіта?,Знання англійської мови,Де ви зараз живете? ,В якій області ви зараз живете?,Ваша стать,Ваш вік
12/6/2023 21:18:08,Працюю full-time в ІТ-компанії чи ІТ-відділі,3040,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,C# / .NET,Back-end  розробка,Gambling,Продуктова,до 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,25
12/6/2023 21:19:10,Працюю full-time в ІТ-компанії чи ІТ-відділі,4980,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,E-commerce,Аутсорсингова,до 1000,5,Незакінчена вища,Upper-Intermediate,В Україні,Львів чи область,Чоловік,25
12/6/2023 21:20:39,Працюю full-time в ІТ-компанії чи ІТ-відділі,2600,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Python,Full Stack розробка,E-commerce,Аутстафінгова,до 200,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,23
12/6/2023 21:21:41,Працюю full-time в ІТ-компанії чи ІТ-відділі,4500,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C# / .NET,Back-end  розробка,"Automotive, Logistics, Travel",Аутстафінгова,понад 1000,13,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,33
12/6/2023 21:22:16,Працюю full-time в ІТ-компанії чи ІТ-відділі,1100,"Support (Customer, Technical, Community)",Team Lead,,,,,,,,,,,,,Customer Support,"Ні, не використовую",,,Інша,Аутстафінгова,понад 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Харків чи область,Чоловік,27
12/6/2023 21:24:54,Працюю full-time в ІТ-компанії чи ІТ-відділі,4300,"СTO, Director of Engineering, Program Director, COO, CEO, (co-)founder",Head,,,,,,,,,,,,CTO,,"Так, використовую",JavaScript,Full Stack розробка,Fintech / Banking / Capital Management,Стартап,до 10 спеціалістів,1,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,"За кордоном, але планую повернутися",,Чоловік,25
12/6/2023 21:30:05,Працюю full-time в ІТ-компанії чи ІТ-відділі,2200,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,General QA,,,,,,,,,,,"Так, використовую",TypeScript,QA,Medtech / Healthcare,Аутстафінгова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,26
12/6/2023 21:31:05,Працюю full-time в ІТ-компанії чи ІТ-відділі,2500,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Manager,,,,,,,,Product Manager,,,,,,"Ні, не використовую",,,Інша,Продуктова,до 1000,0.25,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,"За кордоном, але планую повернутися",,Чоловік,32
12/6/2023 21:31:45,Працюю full-time в ІТ-компанії чи ІТ-відділі,3000,"Designer / Artist (Graphic, Video, UX/UI)",Senior,,,,Product Designer,,,,,,,,,,,,,Fintech / Banking / Capital Management,Продуктова,до 1000,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,36
12/6/2023 21:32:59,Працюю full-time в ІТ-компанії чи ІТ-відділі,3500,Software Engineer / Programmer,Team Lead,,,,,,,,,,,,,,,JavaScript,Back-end  розробка,"E-commerce, Edtech / Education",Аутсорсингова,до 50,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Вінниця чи область,Чоловік,24
12/6/2023 21:33:58,Працюю full-time в ІТ-компанії чи ІТ-відділі,2500,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Middle,,,,,,,,,,BI Engineer,,,,"Ні, не використовую",,,Інша,Продуктова,до 200,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Дніпро чи область,Чоловік,35
12/6/2023 21:34:45,Працюю full-time в ІТ-компанії чи ІТ-відділі,2335,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Middle,,,,,,,,Product Owner,,,,,,"Ні, не використовую",,,Public services / Government,Аутсорсингова,до 50,0.25,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Жінка,31
12/6/2023 21:36:09,Працюю full-time в ІТ-компанії чи ІТ-відділі,800,HR/Recruiter/Learning and Development,Middle,,,,,,,Learning and Development / Training and Development,,,,,,,,,,"Edtech / Education, Legal, Telecom",Продуктова,понад 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Одеса чи область,Жінка,42
12/6/2023 21:37:24,Працюю full-time в ІТ-компанії чи ІТ-відділі,7300,Software Engineer / Programmer,Team Lead,,,,,,,,,,,,,,,C++,Інше,"Embedded, High Load Systems, Security",Аутстафінгова,до 1000,15,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Чоловік,42
12/6/2023 21:38:40,Працюю full-time в ІТ-компанії чи ІТ-відділі,660,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Intern/Trainee,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,"Embedded, Internet of Things, Security",Продуктова,понад 1000,0.25,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Elementary,В Україні,Київ чи область,Чоловік,34
12/6/2023 21:39:47,Працюю full-time в ІТ-компанії чи ІТ-відділі,2900,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,Automation QA,,,,,,,,,,,"Так, використовую",C# / .NET,QA,"E-commerce, Internet of Things",Аутсорсингова,понад 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Рівне чи область,Чоловік,23
12/6/2023 21:49:54,Працюю full-time в ІТ-компанії чи ІТ-відділі,8500,Security Specialist,Head,,,,,,,,,,,,,,"Так, використовую",Python,Інше,Gambling,Продуктова,до 200,10,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Львів чи область,Чоловік,35
12/6/2023 21:54:28,Працюю full-time в ІТ-компанії чи ІТ-відділі,2300,Sales / Business Development,Manager,,,,,,,,,,,,,,,,,Machine Learning,Аутсорсингова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Жінка,21
12/6/2023 21:54:58,Працюю full-time в ІТ-компанії чи ІТ-відділі,3300,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,General QA,,,,,,,,,,,"Так, використовую",TypeScript,QA,"E-commerce, Mobile, Інша",Аутстафінгова,до 200,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Чоловік,41
12/6/2023 21:55:47,Працюю full-time в ІТ-компанії чи ІТ-відділі,900,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,C# / .NET,Full Stack розробка,E-commerce,Продуктова,до 200,1,Ще студент вишу,Intermediate,В Україні,Житомир чи область,Чоловік,20
12/6/2023 21:57:08,Працюю full-time в ІТ-компанії чи ІТ-відділі,1800,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,"Automotive, Logistics",Продуктова,до 200,4,Незакінчена вища,Intermediate,В Україні,Одеса чи область,Жінка,32
12/6/2023 22:01:19,Працюю full-time в ІТ-компанії чи ІТ-відділі,4750,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,Automation QA,,,,,,,,,,,"Так, використовую",TypeScript,QA,Travel,Аутстафінгова,до 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,38
12/6/2023 22:03:27,Працюю full-time в ІТ-компанії чи ІТ-відділі,4500,ERP/CRM,Senior,,,,,,,,,,,,,,"Так, використовую",X++ / D365,DevOps,ERP,Аутсорсингова,до 50,12,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Дніпро чи область,Чоловік,43
12/6/2023 22:04:44,Працюю full-time в ІТ-компанії чи ІТ-відділі,1000,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Так, використовую",JavaScript,QA,E-commerce,Аутстафінгова,до 50,1,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,30
12/6/2023 22:12:40,Працюю full-time в ІТ-компанії чи ІТ-відділі,5000,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,,,,,,,,,,Computer Vision Engineer,,,,"Так, використовую",Python,"Робота з даними, аналіз даних",Data Science,Аутсорсингова,понад 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,25
