timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід в IT у $$$ за місяць, лише ставка ЧИСТИМИ - після сплати податків",Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,programming_language,"Основний напрям роботи компанії, в якій працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,english_level,Де ви зараз живете?,В якій області ви зараз живете?,male
27/11/2024 14:29,Працюю full-time,1400.0,Немає тайтлу,Tech Wr./Lclz,Technical writer,,,Продуктова,3.0,5,В Україні,Київ чи область,0
27/11/2024 14:29,Працюю full-time,1200.0,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Сервісна (аутсорсингова),2.0,4,В Україні,Івано-Франківськ чи область,0
27/11/2024 14:35,Працюю full-time,5500.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,10.0,5,"За кордоном, не планую повертатися",,0
27/11/2024 14:36,Працюю full-time,5500.0,Senior,QA,Embedded QA,,Python,Продуктова,12.0,5,В Україні,Київ чи область,0
27/11/2024 14:39,Працюю full-time,2000.0,Middle,DevOps,Cloud Engineer,,Не можу обрати одну основну мову,Сервісна (аутсорсингова),3.0,4,В Україні,Київ чи область,0
27/11/2024 14:42,Працюю full-time,600.0,Junior,DS,Data Scientist,,Python,Аутстафінгова,1.5,4,В Україні,Тернопіль чи область,0
27/11/2024 14:43,Працюю full-time,1300.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Сервісна (аутсорсингова),4.0,5,"За кордоном, але планую повернутися",,0
27/11/2024 14:43,Працюю full-time,800.0,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Продуктова,0.5,5,В Україні,Київ чи область,0
27/11/2024 14:45,Працюю full-time,4000.0,Senior,QA,Manual QA,,,Сервісна (аутсорсингова),8.0,5,"За кордоном, важко сказати, чи повернуся",,0
27/11/2024 14:49,Працюю full-time,500.0,Junior,QA,Manual QA,,SQL,Продуктова,0.5,4,В Україні,Київ чи область,0
27/11/2024 14:50,Працюю full-time,5500.0,Senior,Brand,Employer Brand Manager,,,Продуктова,5.0,4,В Україні,Київ чи область,0
27/11/2024 14:50,Працюю full-time,7100.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,7.0,5,В Україні,Київ чи область,0
27/11/2024 14:51,Працюю full-time,1050.0,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),2.0,4,В Україні,Львів чи область,0
27/11/2024 14:52,Працюю full-time,6200.0,Senior,DevOps,DevOps Engineer,,Python,Продуктова,5.0,4,В Україні,Львів чи область,0
27/11/2024 14:52,Працюю full-time,2800.0,Head,HR,Head of HR,,,Сервісна (аутсорсингова),10.0,5,В Україні,Львів чи область,0
27/11/2024 14:52,Працюю full-time,3500.0,Lead/Team Lead,Brand,Employer Brand Manager,,,Сервісна (аутсорсингова),11.0,6,В Україні,Київ чи область,0
27/11/2024 14:54,Працюю full-time,4700.0,Немає тайтлу,Product Mgmt,Product Manager,,,Продуктова,5.0,6,"За кордоном, але планую повернутися",,0
27/11/2024 14:55,Працюю full-time,2400.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Продуктова,3.0,6,В Україні,Хмельницький чи область,0
27/11/2024 14:55,Працюю full-time,1300.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Аутстафінгова,3.0,5,В Україні,Івано-Франківськ чи область,0
27/11/2024 14:57,Працюю full-time,2500.0,Senior,"UI/UX, Product Design",UI/UX Artist,,,Продуктова,6.0,3,В Україні,Київ чи область,0
27/11/2024 14:58,Працюю full-time,3100.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Інша,3.0,2,В Україні,Харків чи область,0
27/11/2024 15:00,Працюю full-time,6500.0,Lead/Team Lead,DevOps,DevOps Engineer,,,Сервісна (аутсорсингова),8.0,5,В Україні,Київ чи область,0
27/11/2024 15:00,Працюю full-time,3500.0,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Kotlin,Сервісна (аутсорсингова),5.0,4,В Україні,Київ чи область,0
27/11/2024 15:04,Працюю full-time,4000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,7.0,6,В Україні,Чернігів чи область,0
27/11/2024 15:04,Працюю full-time,3800.0,Senior,QA,Manual QA,,,Продуктова,6.0,5,В Україні,Київ чи область,0
27/11/2024 15:04,Працюю full-time,550.0,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,Python,Продуктова,0.5,5,"За кордоном, важко сказати, чи повернуся",,0
27/11/2024 15:05,Працюю full-time,2500.0,Lead/Team Lead,Support,Technical Support,,,Інша,5.0,5,"За кордоном, не планую повертатися",,0
27/11/2024 15:06,Працюю full-time,1300.0,Middle,QA,SDET (Software Development Engineer in Test),,C# / .NET,Аутстафінгова,4.0,5,В Україні,Львів чи область,0
27/11/2024 15:06,Працюю full-time,2800.0,Senior,"UI/UX, Product Design",UI/UX Designer,,,Сервісна (аутсорсингова),10.0,5,В Україні,Одеса чи область,0
27/11/2024 15:08,Працюю full-time,4900.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Go,Аутстафінгова,7.0,5,В Україні,Київ чи область,0
27/11/2024 15:09,Працюю full-time,3300.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,TypeScript,Сервісна (аутсорсингова),4.0,5,В Україні,Львів чи область,0
27/11/2024 15:10,Працюю full-time,600.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Сервісна (аутсорсингова),2.0,4,В Україні,Хмельницький чи область,0
27/11/2024 15:11,Працюю full-time,1200.0,Middle,Sales,Sales manager / Sales Executive,,,Сервісна (аутсорсингова),3.0,5,В Україні,Львів чи область,0
27/11/2024 15:15,Працюю full-time,1400.0,Junior,SE,Software Engineer / Software Developer,,C++,Сервісна (аутсорсингова),2.0,4,"За кордоном, не планую повертатися",,0
27/11/2024 15:16,Працюю full-time,1850.0,Middle,QA,General QA,,JavaScript,Продуктова,4.0,5,В Україні,Івано-Франківськ чи область,0
27/11/2024 15:19,Працюю full-time,900.0,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,Сервісна (аутсорсингова),1.5,2,В Україні,Тернопіль чи область,0
27/11/2024 15:24,Працюю full-time,2200.0,Middle,Brand,Employer Brand Manager,,,Продуктова,2.0,4,"За кордоном, не планую повертатися",,0
27/11/2024 15:25,Працюю full-time,1600.0,Middle,SE,Software Engineer / Software Developer,,JavaScript,Сервісна (аутсорсингова),4.0,3,В Україні,Київ чи область,0
27/11/2024 15:28,Працюю full-time,2800.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,TypeScript,Сервісна (аутсорсингова),4.0,4,В Україні,Львів чи область,0
27/11/2024 15:28,Працюю full-time,855.0,Junior,Project Mgmt,Delivery Manager,,,Сервісна (аутсорсингова),1.0,6,"За кордоном, важко сказати, чи повернуся",,0
27/11/2024 15:29,Працюю full-time,2500.0,Middle,HR,HR Business Partner,,,Продуктова,2.0,6,В Україні,Київ чи область,0
27/11/2024 15:30,Працюю full-time,200.0,Intern/Trainee,SE,Software Engineer / Software Developer,,C# / .NET,Інша,0.25,4,В Україні,Київ чи область,0
27/11/2024 15:32,Працюю full-time,3700.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,TypeScript,Аутстафінгова,5.0,5,В Україні,Вінниця чи область,0
27/11/2024 15:34,Працюю full-time,4320.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Не можу обрати одну основну мову,Аутстафінгова,8.0,5,В Україні,Ужгород чи Закарпатська область,0
27/11/2024 15:35,Працюю full-time,7350.0,Head,Tech Leadership,Head of R&D,,,Продуктова,2.0,5,В Україні,Київ чи область,0
27/11/2024 15:38,Працюю full-time,900.0,Junior,Analyst,Data Analyst,,SQL,Продуктова,1.0,6,В Україні,Київ чи область,0
27/11/2024 15:44,Працюю full-time,5500.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),7.0,6,"За кордоном, важко сказати, чи повернуся",,0
27/11/2024 15:45,Працюю part-time,800.0,Lead/Team Lead,Artist/Animator,2D Artist,,,Сервісна (аутсорсингова),1.0,1,"За кордоном, важко сказати, чи повернуся",,0
27/11/2024 15:46,Працюю full-time,4000.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Desktop,C# / .NET,Аутстафінгова,8.0,6,В Україні,Дніпро чи область,0
27/11/2024 15:47,Працюю full-time,4200.0,Lead/Team Lead,Artist/Animator,Concept Artist,,,Сервісна (аутсорсингова),7.0,4,"За кордоном, не планую повертатися",,0
27/11/2024 15:50,Працюю full-time,2000.0,Senior,Marketing,PPC Specialist,,,Продуктова,7.0,5,В Україні,Київ чи область,0
27/11/2024 15:50,Працюю full-time,3000.0,Lead/Team Lead,Other Mgmt,Producer,,,Продуктова,4.0,4,В Україні,Київ чи область,0
27/11/2024 15:57,Працюю full-time,5000.0,Senior,SE,Software Engineer / Software Developer,Desktop,C++,Продуктова,14.0,5,"За кордоном, не планую повертатися",,0
27/11/2024 15:59,Працюю full-time,2600.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),4.0,5,В Україні,Львів чи область,0
27/11/2024 16:01,Працюю full-time,4700.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Mobile розробка,Kotlin,Аутстафінгова,4.0,5,В Україні,Львів чи область,0
27/11/2024 16:01,Працюю full-time,4000.0,Tech Lead,Analyst,System Analyst,,,Сервісна (аутсорсингова),7.0,5,В Україні,Львів чи область,0
27/11/2024 16:04,Працюю full-time,3300.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Сервісна (аутсорсингова),6.0,5,В Україні,Львів чи область,0
27/11/2024 16:04,Працюю full-time,4800.0,Senior,Sales,Business Development Manager,,,Продуктова,0.1,6,В Україні,Київ чи область,0
27/11/2024 16:06,Працюю full-time,2000.0,Middle,HR,HR Manager / HR specialist,,,Сервісна (аутсорсингова),4.0,6,В Україні,Київ чи область,0
